8	4	0	16	11	16	4	15	2	14	16	12	0	7	16	10	
11	7	3	14	9	15	7	12	2	14	14	5	0	9	14	0	
6	2	4	12	12	12	4	15	3	14	15	10	0	5	15	10	
15	6	2	16	10	14	9	15	6	16	16	6	2	13	15	0	
8	4	0	16	11	16	4	15	2	14	16	12	0	7	16	10	
11	7	3	14	9	15	7	12	2	14	14	5	0	9	14	0	
6	2	4	12	12	12	4	15	3	14	15	10	0	5	15	10	
15	6	2	16	10	14	9	15	6	16	16	6	2	13	15	0	
