1	10	14	8	11	16	14	0	11	11	2	0	15	4	0	0	
4	12	12	11	12	16	13	9	6	16	8	0	2	16	14	2	
10	12	8	7	12	12	8	6	12	14	0	0	10	16	0	0	
2	15	10	11	8	13	5	0	10	12	11	3	15	4	0	0	
1	10	14	8	11	16	14	0	11	11	2	0	15	4	0	0	
4	12	12	11	12	16	13	9	6	16	8	0	2	16	14	2	
10	12	8	7	12	12	8	6	12	14	0	0	10	16	0	0	
2	15	10	11	8	13	5	0	10	12	11	3	15	4	0	0	
