10	5	8	12	12	9	14	10	7	15	11	11	2	12	8	9	
7	3	12	10	13	12	16	12	8	16	14	16	4	16	10	14	
0	3	3	8	11	9	14	8	6	13	12	15	0	11	5	8	
12	4	4	0	13	14	10	13	16	14	15	8	7	10	13	0	
10	5	8	12	12	9	14	10	7	15	11	11	2	12	8	9	
7	3	12	10	13	12	16	12	8	16	14	16	4	16	10	14	
0	3	3	8	11	9	14	8	6	13	12	15	0	11	5	8	
12	4	4	0	13	14	10	13	16	14	15	8	7	10	13	0	
